POSITION_TITLE,RESUME_NUMBER,QUALIFICATIONS,EDUCATION_TYPE,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,AWORDS,COMMUNITY SERVICE,VOLUNTEERING,DRIVERS_LICENSE_AVAILABILITY,SKILLS_COUNT,SKILLS,Language,Category
LINE ATTENDANT,11995013,[],1.0,2.0,Appliedcience,0,0,0,0,0,48.0,"['customer service', 'receptionist', 'retail sales', 'cash', 'sales', 'in sales', 'inventory', 'reconciling', 'sales activities', 'sales and', 'security', 'security practices', 'telephone', 'medical assistant', 'fulfillment', 'material flow', 'medical assistant diploma', 'fda', 'quality assurance', 'associate', 'cash register', 'cash handling', 'cpr', 'cpr/', 'excel', 'excellent multi-tasker', 'leadership skills', 'microsoft excel', 'microsoft word', 'multi-tasker', 'osha certificate', 'strong communication skills', 'team player', 'word', 'pricing', 'shipping', 'credit', 'promote sales', 'sales associate', 'answering', 'dictation', 'general office', 'general office duties', 'laboratory', 'medical records', 'statistics', 'telephones', 'testing']",1.0,ARTS
CREATIVE DIRECTOR,28629430,set(),2.0,3.0,Art,36,0,0,0,0,26.0,"['adobe cs: acrobat', 'indesign', 'illustrator & photoshop; dreamweaver', 'microsoft office: excel', 'word', 'access & powerpoint;', 'mysql', 'citrix', 'retrieve', 'html', 'dynamic html', 'photography', 'illustration', 'oil and acrylic', 'painting', 'drawing & mural work', 'tile working', 'furniture restoration and re-invention', 'basic knowledge of javascript and eclipse', 'accomplishments', 'product roll-out', 'responsible for marketing for product launch including public relations', 'direct mail pieces', 'trade shows', 'sales training and e-mail campaign.', 'professional']",1.0,ARTS
SUPPORT TECHNICIAN/SPECIALIST,53227466,"['lan aptitude', 'ms office proficiency', 'exceptional troubleshooter', 'enjoys troubleshooting problems', 'is highly motivated and very customer service- focused', 'sound judgment', 'proficient in avg', 'printers', 'pc security systems', 'ms office proficiency', 'lan aptitude', 'has extensive knowledge in virus and spyware removal', 'technical']",2.0,2.0,Network Administration,0,0,0,0,0,1.0,['skills'],1.0,ARTS
BUDGET AND ADMINISTRATION MANAGER,26079779,set(),2.0,1.0,Business Administration,16,1,1,1,1,33.0,"['academic', 'arts', 'budgets', 'budget', 'clerical', 'closing', 'contracts', 'council', 'credit', 'customer services', 'database', 'documentation', 'special events', 'filing', 'finance', 'financial', 'financial planning', 'grant applications', 'hiring', 'human resources', 'information technology', 'director', 'materials', 'meetings', 'excel', 'office', 'policies', 'processes', 'reception', 'reconciling', 'telephone', 'phone', 'travel arrangements']",1.0,ARTS
FIELD SUPPORT SPECILIST,83338413,"['network traces', 'technical standards and deliverables', 'critical thinker', 'technical standards and deliverables', 'telecommunications field service', 'network security', 'network protocols', 'proficient in internet technologies', 'proficient in windows', 'ms office proficiency', 'efficient data management', 'excellent communicator', 'cisco routers and switches', 'supporting ip telephony', 'visio', 'analysis and problem solving']",3.0,3.0,Network Communications,0,0,0,0,0,1.0,['knowledge of telecom industry'],1.0,ARTS
EXECUTIVE DIRECTOR,18029935,"['small business development', 'public relations and community outreach in private and public sectors', 'teaching', 'training', 'and public speaking', 'non-profit administration', 'leadership and team building', 'budget administration']",2.0,2.0,Hotel and,32,0,0,0,0,8.0,"['center', 'taught numerous courses including: advanced culinary', 'restaurant management', 'customer service', 'and nutrition', 'developed restaurant management training program for swinomish tribal members', 'developed and taught hospitality training program for dshs work first initiative', 'taught senior level coursework for washington state university hotel and restaurant administration program.']",1.0,ARTS
ARTS,16962067,set(),,1.0,,0,0,0,0,0,7.0,"['relationship building and networking', 'policy and procedure adherence', 'common core learning standards', 'group facilitation and presentations', 'elementary', 'middle', 'and high school']",1.0,ARTS
PRODUCTION ASSISTANT INTERN,14150896,set(),2.0,3.0,Cinema and,3,0,0,0,0,21.0,"['/interests', 'skills:', 'microsoft office', 'social media tools and management (facebook', 'twitter', 'hootsuite', 'medium.com)', 'publicity', 'marketing', 'customer relations', 'video and audio production', 'tech savy', 'interests and hobbies:', 'voice acting (various professional coaches)', 'improvisation acting (second city)', 'plot and story building in books', 'tv', 'movies', 'video games and etc', 'computer hardware and software', 'and music theory']",1.0,ARTS
PACKAGING BUYER/RESEARCH AND DEVELOPMENT LEAD,27936502,"['operations training and development', 'management/problem solving']",2.0,3.0,English,11,0,0,0,0,58.0,"['academic', 'accounting', 'ap/ar', 'administrative', 'streamline', 'ap', 'ar', 'budgets', 'business development', 'ceridian', 'conferences', 'consultant', 'clients', 'excellent customer service', 'customer service', 'documentation', 'english', 'forecasting', 'gross profit', 'human resources', 'instruction', 'insurance', 'ie', 'inventory', 'inventory control', 'invoicing', 'iso', 'team building', 'logistics', 'notes', 'managing', 'marketing', 'materials', 'meetings', 'mentoring', 'works', 'packaging', 'payables', 'policies', 'problem solving', 'processes', 'procurement', 'marketing and product', 'protocols', 'purchasing', 'quality', 'qa', 'reading', 'receiving', 'research', 'sales', 'sap', 'shipping', 'sop', 'staffing', 'supply chain', 'teacher', 'teaching']",1.0,ARTS
EXECUTIVE DIRECTOR,65325317,set(),,2.0,,54,1,1,1,1,24.0,"['liaison', 'security', 'training', 'budget', 'collections', 'credit', 'increase', 'marketing', 'video teleconferencing', 'cases', 'instructor', 'administrative support', 'compressors', 'control systems', 'fire control', 'generators', 'industrial machinery', 'interior renovations', 'maintenance', 'preventive maintenance', 'operations', 'budget management', 'logistics', 'logistics management']",1.0,ARTS
CERTIFIED CUSTOM FRAMER,30594821,"['ability to multitask', 'certified in custom framing', 'motivated to meet every deadline', 'excellent communication']",1.0,1.0,Appliedcience,0,0,0,0,0,2.0,"{'excel', 'customer service'}",1.0,ARTS
CO FOUNDER/THERAPIST AND TEACHING ARTIST,27164756,set(),4.0,3.0,A International,6,0,0,0,0,22.0,"['knowledge of the ins and outs of child protective services (cps)', 'practiced in family assessments', 'family therapy aptitude', 'therapeutic expertise', 'specialized training in grief counseling', 'family therapy background', 'parenting skills educator', 'community resources specialist', 'suicide precautions expertise', 'suicide risk assessments', 'suicide risk assessments', 'superior communication skills', 'medicaid familiarity', 'psychiatric population familiarity', 'outreach programming specialist', 'solution-focused counseling', 'extensive dsm-iv knowledge', 'clinical documentation mastery', 'exceptional problem solver', 'member of the national association of social workers (n.a.s.w.)', 'mood disorders specialist', 'dual diagnosis expertise']",1.0,ARTS
SALE CONSULTANT,34146825,"['inventory management', 'outgoing personality', 'detailed oriented', 'accurate money handing', 'sale expertise', 'verbal/written commutation', 'documentation familiarity', 'team player mentality', 'cheerful and energetic', 'organization']",1.0,1.0,Appliedcience,1,0,0,0,0,4.0,"['fast paced worker', 'attention to detail', 'customer service', 'flexible and reliable']",2.0,ARTS
ASSISTANT DIRECTOR,99561379,set(),3.0,3.0,Finerts,0,1,1,1,1,31.0,"['final cut pro proficient', 'motion', 'live-type', 'camera operation', 'editing.', 'computer: microsoft office', 'excel', 'power point', 'quickbooks', 'creative suite', 'html', '120', 'wpm', '10-key proficient', 'online databases', 'filing and back-up drives', 'troubleshooting', 'web-design and graphic design.', 'writing: copy writing', 'letters', 'grants', 'project proposals', 'spreadsheets', 'cost analysis', 'memos', 'budget reports', 'meeting minutes', 'job descriptions', 'policies and procedures', 'handbooks', 'etc.']",1.0,ARTS
SCHOOL LIBRARY MEDIA SPECIALIST,54180474,set(),3.0,2.0,Businessdministration,0,0,0,0,0,32.0,"['for 21st century learners using various technology advances.', 'analyze data', 'research', 'and collaborate with colleagues to implement instruction supporting common core standards and enhancing curriculum development by integrating instructional technology.', 'company name', 'september 2002', 'to', 'august 2008', 'school library media specialist', 'city', 'state', 'wrote grants and developed strategic marketing plans to raise funds for educational programs.', 'collaborated with government and non-profit organizations to establish an integrated work plan to utilize all grant and fundraising opportunities.', 'interpreted and enforced provisions of state education and federal justice codes', 'rules and regulations.', 'effectively used books', 'internet', 'and current professional journals to generate ideas for library purchases', 'significantly increasing student interest and participation.', 'company name', 'august 1999', 'to', 'september 2002', 'english language arts teacher', 'city', 'state', 'prepared course outlines', 'lesson plans and other education material that provided engaging and rigorous learning experiences for students.', 'collaborated with team members to plan', 'develop', 'organize and promote integrative instruction.', 'assisted with district professional development and teacher training.']",1.0,ARTS
ARTS,37751611,set(),,2.0,,1,0,0,0,0,4.0,"['ada', 'canvas', 'creative writing', 'creative']",1.0,ARTS
SENIOR NETWORK SECURITY ENGINEER,73030450,set(),3.0,3.0,Businessdministration,0,0,0,0,0,81.0,"['eigrp', 'ospf', 'bgp', 'route redistribution', 'acls', 'policy based routing', 'nat', 'pat.', 'switching: hsrp', 'vrrp', 'glbp vlans', 'vtp', 'link aggregation (lacp', 'pagp)', 'stp', 'pvst+.', 'firewalls: palo alto', 'cisco asa', 'check point.', 'routers: cisco routers (7600', '7200', 'catalyst 6500', 'nexus 7000', 'asr 12000', 'asr 9000)', 'switches: cisco switches (nexus 7000 series', '5000 series', 'catalyst 6500 series', '6800 series)', 'security concepts: app-id', 'user-id', 'wildfire', 'globalprotect', 'url filtering', 'blue coat proxy', 'pki', 'ssl decryption', 'ike', 'ipsec', 'hip checks', 'site-to-site vpns.', 'load balancers: f5 big-ip (ltm/gtm)', 'citrix netscaler.', 'wireless networking: cisco meraki', 'aruba', 'clear-pass', 'cisco wlan', 'wireless aps', '802.1x a/b/g/n/ac.', 'software/applications: panorama', 'cisco ios', 'nx-os', 'smart dash board', 'vmware.', 'tools: splunk', 'solar winds', 'sevone', 'wireshark', 'ms visio', 'lucid chart', 'bmc remedy.', 'routing: eigrp', 'ospf', 'bgp', 'route redistribution', 'acls', 'policy based routing', 'nat', 'pat.', 'switching: hsrp', 'vrrp', 'glbp vlans', 'vtp', 'link aggregation (lacp', 'pagp)', 'stp', 'pvst+.', 'risk management processes and analysis', 'firewalls: palo alto', 'cisco asa', 'check point.']",1.0,ARTS
MARKETING MANAGER,39608848,"['customer service-focused', 'relationship building expert', 'deadline-driven', 'exceptional multi-tasker', 'microsoft office suite expert', 'self-directed', 'excellent written and verbal communicator', 'multi-media marketing']",1.0,2.0,General Pierce,18,1,1,1,1,14.0,"['operating systems: windows 10 and below', 'databases: constant contact', 'connectwise', 'raisers edge', 'auction tracker', 'auction pay', 'artsoft', 'resnet', 'graphics tools: adobe photoshop elements', 'microsoft publisher', 'additional information', 'one of 4 marketing managers chosen in 2015 for a national 9 month training', 'board member west sound roller girls roller derby team', 'franciscan foundation scholarship award winner 2009']",1.0,ARTS
SALES & CUSTOMER SERVICE REP,16244633,"['new employee orientations', 'staff training and development', 'microsoft office suite expert', 'quickbooks', 'human resources audits', 'maintains confidentiality', 'hrms', 'hr policies and procedures expertise', 'national human resources association', 'human resources management', 'people-oriented', 'organized', 'exceptional communicator', 'accomplishments', 'holds master of arts (honors) degree in human resource development from bowie state university with a 40 gpa a dedicated professional with an excellent written and oral communication']",3.0,3.0,Human Resource,5,0,0,0,0,71.0,"['databases', 'hr', 'compensation', 'appraisal', 'automated payroll', 'benefits', 'benefits administration', 'correspondence', 'employee benefits', 'hr generalist', 'new hire orientation', 'payroll', 'payroll processing', 'performance appraisal', 'personnel records', 'recruiting', 'terminations', 'increase', 'access', 'client relations', 'filing', 'finance', 'liaison', 'marketing', 'office manager', 'pricing', 'customer service', 'receptionist', 'retail sales', 'accounts and', 'problem resolution', 'product sales', 'sales', 'sales and', 'satisfaction', 'training', 'ada', 'employee engagement', 'employee relations', 'flsa', 'fmla', 'hr issues', 'labor laws', 'managerial', 'new hires', 'performance management', 'recruitment', 'claims', 'clients', 'compensation and benefits', 'excellent written', 'highly organized', 'time management', 'very organized', 'workers compensation', 'mitigation', 'human resources', 'project management', 'excel', 'hr information system', 'hris', 'human resources management', 'microsoft office', 'microsoft project', 'ms office', 'ms project', 'ms publisher', 'outlook', 'project manager', 'publisher', 'word']",1.0,ARTS
TUTORING CONSULTANT,10830646,"['include being a licensed reading specialist in multiple states', 'strong classroom management', 'public speaking']",3.0,2.0,School and,0,1,1,1,1,9.0,"['enthusiastic people person.', 'goal oriented.', 'self-motivated.', 'team player.', 'additional information', 'n.y.s. permanent license for social studies 7-12', 'n.y.s. professional license for literacy specialist k-12', 'mississippi license in social studies 7-12', 'mississippi license in literacy k-12']",1.0,ARTS
QUALITY ANALYST/SENIOR RECORD KEEPING SPECIALIST,27024099,set(),2.0,3.0,Business Administration,20,0,0,0,0,4.0,"['customer service', 'people and goal-oriented', 'proven ability to mentor and coach', 'verbal and written communications']",1.0,ARTS
PROJECT COORDINATOR ASSOCIATE,65352424,set(),,3.0,,0,0,0,0,0,4.0,"['new hire on-boarding', 'training solutions development', 'time management', 'highly organized']",1.0,ARTS
ADMINISTRATIVE COORDINATOR,28711616,['➢ good written communication'],3.0,3.0,Arts Management,0,1,1,1,1,3.0,"['good written communication skills', 'working knowledge of wordpress and photoshop', 'pr and marketing experience']",1.0,ARTS
SOUS CHEF/LINE COOK,39064638,"['focused and disciplined', 'works well under pressure', 'high volume production capability', 'ability to handle/resolve problems', 'reliable', 'punctual and committed to customer service', 'i have basic knife']",1.0,1.0,Appliedcience,7,0,0,0,0,8.0,"['cpr', 'critical thinking', 'customer service', 'customer service skills', 'cycle counting', 'inventory', 'inventory management', 'leadership']",1.0,ARTS
DANCE EDUCATOR,18586076,"['dsm-v knowledge', 'group behavior and dynamics', 'group therapy', 'expressive art therapies', 'and dance/movement therapy']",,3.0,,0,0,0,0,0,29.0,"['counseling skills: eclectic theoretical approach- client centered therapy', 'gestalt therapy', 'dbt- dialectical behavior therapy', 'cbt- cognitive behavior therapy', 'mindfulness', 'and expressive therapies.', 'interpersonal skills:', 'empathetic', 'enthusiastic people person', 'compassionate', 'problem solving', 'great organizational skills', 'team player', 'creative and open minded.', 'expressive arts therapy: dance/movement', 'music', 'drama', 'art', 'dance:', 'creative movement', 'modern', 'ballet', 'jazz and tap', 'computer skills:', 'proficient in microsoft office suite; word', 'publisher', 'excel', 'power point', 'google docs and avator.']",1.0,ARTS
LOGISTICS COORDINATOR,13272204,set(),,3.0,,9,0,0,0,0,49.0,"['compensation', 'healthcare', 'hr', 'benefits', 'cobra', 'reconciliation', 'adp', 'accounts for', 'ada', 'annuities', 'dental', 'fmla', 'healthcare accounts', 'healthcare benefits', 'leave of absence', 'life insurance', 'loa', 'long-term disability', 'ltd', 'new hires', 'recruitment', 'short-term disability', 'std', 'award', 'excellent multitasker', 'simultaneously', 'team player', 'health and safety', 'terminations', 'training', 'payroll', 'administrative assistant', 'answering', 'faxing', 'filing', 'office supplies', 'receptionist', 'scheduling', 'telephones', 'word', 'adp hr', 'project manager', 'database', 'employee benefits', 'flsa', 'liability', 'detail-oriented', 'human resources', 'office']",1.0,ARTS
MATERIAL AND TOOLING CONTROL LEAD,11360471,"['certified forklift operator', 'back hoe operator', 'electric palette jack operator', 'pipe laying', 'threading', 'and bending', 'safety trained and oriented', 'blueprint reading', 'excellent driving record', 'strong communication']",1.0,1.0,Appliedcience,15,0,0,0,0,16.0,"['ability\xa0to operate forklifts', 'backhoes', 'electric palette jacks', 'and other heavy machinery.', 'proficient with microsoft', 'estitrack', 'and dynamics ax programs.', 'proficient in scheduling', 'training', 'and managing a manufacturing floor.', 'efficiently able to provide customer service.', 'management experience for up to 20 people on manufacturing floor installation of underground utilities and piping.', 'ability to install and operate electrical products such as meter centers and panels.', 'ability to favorably introduce change in the workplace environment.', 'pipe fitter.', '\u200b']",1.0,ARTS
DIRECTOR OF THEATER,18885767,"['edline', 'google classroom', 'canvas', 'blackboard', 'for performing arts events images routinely used by communications', 'photography', 'offices at episcopal high school and cannon school on websites and publications', 'shot cover photo for ehs alumni magazine', 'winter 2016']",,1.0,,0,0,0,0,0,38.0,"['academic', 'photo', 'photoshop', 'approach', 'arts', 'basic', 'brochures', 'canvas', 'carpentry', 'color', 'directing', 'english', 'equity', 'inspector', 'instruction', 'leadership', 'director', 'works', 'philosophy', 'photography', 'producing 3', 'publications', 'reading', 'seminars', 'supervising', 'teacher', 'teaching', 'theatre', 'toad', 'unique', 'video editing', 'website design', 'website', 'websites', 'workshops', 'additional information', 'awards', 'south east theater conference 2016']",1.0,ARTS
COMBAT MARKSMANSHIP TRAINER/ PRIMARY MARKSMANSHIP INSTRUCTOR,20698469,"['effective team leader', 'small arms weapons specialist', 'firearms safety training', 'trained in defensive tactics', 'valid', 'south carolina', ""driver's license"", 'supply and logistics planning', 'secret\xa0security clearance', 'trained in emergency response', 'accomplishments', 'personally responsible for over $ 500', '00000', 'of command equipment with no deficiencies', 'losses or damages', 'received global war on terrorism service medal', 'formally commended by the inspector general for superb supervisory actions and management', 'formally commended by marine corps association & foundation for superior accomplishments while enrolled in combat marksmanship trainers course', 'formally commended by the commanding officer of marine corps tactics\xa0& operations group for outstanding performance while serving as response cell non-commissioned officer in charge']",,3.0,,3,0,0,0,0,2.0,"['personal information', 'u.s. citizen']",1.0,ARTS
NATIONAL SALES MANAGER,27715131,"['innovative teaching methods', 'leadership/communication']",,1.0,,19,1,1,1,1,7.0,"['sales', 'sales management', 'wholesale sales', 'business development', 'internet sales', 'school sales', 'music']",1.0,ARTS
AM REPLENISHMENT STOCKER,32794700,"['effective multitasking', 'quality control', 'inventory control procedures', 'strong communication']",1.0,1.0,Appliedcience,5,0,0,0,0,7.0,"['sales software: salesforce.com', 'tapscan', ""public relations software: bacon's mediasource"", 'factiva', 'desktop publishing software: photoshop', 'illustrator', 'html']",1.0,ARTS
SUMMER CAMP COUNSELOR,23139437,"['pet first aid certified', 'knowledge in vet nursing and pharmacology', 'friendly', 'caring', 'organized', 'accomplishments', 'i completed the veterinarian assistant certificate program at middlesex county college in edison', 'new jersey i also completed the pet first aid class at middlesex county college']",,2.0,,4,1,1,1,1,3.0,"['very friendly and patient especially for animals', 'very friendly toward people as well because of all my experience in retail i am very patient', 'i have always been organized and very hardworking']",1.0,ARTS
LIBRARY EDUCATIONAL AIDE,23917826,"['competent and reliable professional', 'committed to top quality work', 'organized and multitasking person', 'resourceful in solving problems', 'maximizing resources', 'leading', 'delegating and negotiating', 'collaborate easily with co-workers and work well independently', 'possess excellent communication and inter-personal']",1.0,3.0,Appliedcience,8,1,1,1,1,36.0,"['computer knowledge', 'conflict resolution', 'contracts', 'clients', 'customer satisfaction', 'customer service', 'electronics', 'email', 'fax', 'ink', 'inventory', 'leadership', 'management skills', 'managing', 'marketing', 'access', 'excel', 'money', 'office', 'power point', 'publisher', 'word', 'newsletter', 'peak', 'pricing', 'receiving', 'record keeping', 'recruitment', 'selling', 'sales', 'staff management', 'phone skills', 'phone', 'upgrade', 'website', 'web page']",1.0,ARTS
SALE CONSULTANT,20148147,"['inventory management', 'sales expertise', 'accurate money handling', 'team player mentality', 'outgoing personality', 'documentation familiarity', 'verbal/written communication', 'active listening', 'cash handling accuracy', 'detail-oriented', 'cheerful and energetic', 'flexible scheduling', 'superior organization']",1.0,1.0,Appliedcience,1,0,0,0,0,6.0,"['fast paced worker', 'attention to detail', 'customer service', 'fluent in spanish', 'communication and verbal skills', 'fast learner']",1.0,ARTS
WAREHOUSE LEAD,34304175,set(),,2.0,,0,0,0,0,0,5.0,"['process redesign and improvement safety and compliance\t*excellent computer skills team building and leadership performance standards creative thinker quality control and compliance selected value offered highlights: powerful strategist able to map creative solution empowering organization with tools needed to produce high quality results. superior record of delivering simultaneous large-scale', 'mission critical projects on-time and under budget talent for proactively identifying and resolving problems resulting in increased productivity. [job title] familiar with all aspects of logistics', 'shipping and receiving and general warehouse operations.', 'detail-oriented [job title] highly efficient in leading shipping and receiving operations. able to lift [number] pounds. flexible schedule and available for all shifts.', 'skill']",1.0,ARTS
GAME DESIGN INTERN,26410763,"['working in a fast paced environment', 'managing a large volume of orders', 'maintaining sanitation and complying with food safety regulations', 'oversight of daily business income', 'working in a changing environment with diverse team members', 'operation of commercial equipment requiring safety protocol']",1.0,1.0,Computer Science,2,1,1,1,1,17.0,"['knowledge in c++', 'java', 'ruby', 'matlab', 'linux/unix command line', 'latex', 'microsoft office package', 'basic data-structure construction and management', 'advanced calculus', 'discrete mathematics', 'linear algebra', 'accomplishments', 'earned ""team member of the month"" while working in the food service section of a market street grocery store.', 'swift vertical promotion within food service section at market street.', 'member of alpha phi omega : september 2015 - may 2016', '100+ hours of various volunteer services.', 'work']",1.0,ARTS
DANCE INSTRUCTOR,27096796,set(),2.0,3.0,Early Childhood,2,0,0,0,0,7.0,"['ballet', 'pointe', 'contemporary', 'modern', 'jazz', 'tap', 'musical theatre']",1.0,ARTS
INSIDE ACCOUNT MANAGER,25157655,"['team leadership', 'customer service expert', 'experienced in volume licensing', 'staff training', 'excellent time management', 'organized and meticulous', 'computer-savvy', 'adept multi-tasker']",2.0,2.0,Psychology,0,0,0,0,0,12.0,"['sales center', 'ax', 'shoes', 'crm', 'sharepoint', 'catalog management', 'outlook', 'excel', 'power point', 'word', 'lockheed martin procure to pay', 'sandia oracle storefront']",1.0,ARTS
COLLEGE ASSISTANT,25926667,set(),3.0,2.0,Business Administration,1,1,1,1,1,19.0,"['strong leadership', 'analytical & problem solving', 'adaptability', 'teamwork & communication', 'program management', ""family and children's programs knowledge"", 'exemplary people management skills', 'exceptional communication skills', 'hipaa guidelines', 'microsoft- word', 'excel', 'power point', 'access', 'outlook', 'google docs', 'google sheets', 'research', 'spss statistic software', 'sap accounting software']",1.0,ARTS
ASSISTANT ACQUISITIONS AND DISPOSITIONS,20356750,set(),2.0,3.0,Biology ity,8,0,0,0,0,2.0,"['jd edwards; business intelligence; argus; microsoft word', 'excel and powerpoint; onbase; sap; as400']",1.0,ARTS
CERTIFIED NURSE ASSISTANT,24061629,set(),1.0,2.0,Appliedcience,0,0,0,0,0,1.0,['general'],1.0,ARTS
SHIFT SUPERVISOR,17694454,set(),1.0,2.0,Internationalusiness,5,1,1,1,1,70.0,"['administrative', 'arts', 'art', 'agency', 'basic', 'budgets', 'cashier', 'cash registers', 'clerical', 'color', 'contracts', 'credit', 'critical thinking', 'resolve customer complaints', 'customer services', 'delivery', 'electronics', 'english', 'special events', 'experiment', 'fashion', 'film', 'financing', 'forms', 'government regulations', 'human resources', 'instruction', 'instructing', 'insurance', 'inventory', 'lighting', 'listening', 'notes', 'machinery', 'materials', 'serve meals', 'mechanical', 'mail', 'money', 'works', 'negotiation', 'paint', 'personnel', 'persuasion', 'policies', 'presentations', 'pricing', 'problem solving', 'progress', 'public safety', 'speaking', 'quality control', 'reading', 'read', 'maintain records', 'renovation', 'repairing', 'retail sales', 'safety', 'sales', 'sound', 'tables', 'take messages', 'teaching', 'teamwork', 'telephones', 'television', 'time management', 'additional information', 'community service']",1.0,ARTS
CUSTOMER SERVICE ASSOCIATE/CASHIER,99033098,['flexibility | adaptability | organizing and planning'],1.0,1.0,Appliedcience,0,0,0,0,0,3.0,"['used analytical thinking', 'planning', 'strong verbal and personal communication skills']",1.0,ARTS
MEDICAL BILLING SPECIALIST,38115035,set(),1.0,1.0,Columbus State,0,0,0,0,0,44.0,"['ar', 'ask', 'billing', 'cash register', 'computer networking', 'cpt', 'client', 'clients', 'customer service', 'diagnosis', 'email', 'faxes', 'filing', 'forms', 'icd-10', 'icd-9', 'information technology', 'ink', 'insurance', 'notes', 'medical coding', 'medical terminology', 'access', 'excel', 'mail', 'microsoft office products', 'powerpoint', 'windows 98', 'word', 'multi-tasking', 'organizing', 'payment processing', 'copiers', 'coding', 'quality', 'quick learner', 'reading', 'retail', 'sales', 'scanners', 'supervision', 'telephone', 'telephones', 'type']",1.0,ARTS
ADMINISTRATIVE ASSISTANT,17857644,"['bilingual- fluent in both english and spanish', 'active us security clearance granted on march 2013', 'jpas access']",2.0,3.0,Advertising,0,0,0,0,0,2.0,"['competent oral', 'written and interpersonal communication skills ability to work independently or in a team capable of handling multiple tasks simultaneously']",2.0,ARTS
FOOD SERVER,12334650,"['microsoft office excel', 'microsoft office access', 'microsoft office word', 'microsoft office powerpoint', 'adobe photoshop', 'adobe illustrator', 'math and language']",2.0,3.0,Computer Media,0,0,0,0,0,10.0,"['adobe photoshop', 'e-mail', 'adobe illustrator', 'access', 'excel', 'microsoft office', 'powerpoint', 'word', 'phone', 'type']",1.0,ARTS
COMMUNITY OUTREACH SPECIALIST,36019469,"['experienced in student databases and microsoft office suite', 'excel in training', 'public speaking and teaching new']",2.0,2.0,Elementary,0,1,1,1,1,37.0,"['academic', 'administrative', 'branding', 'budget management', 'coaching', 'communication skills', 'customer service skills', 'data analysis', 'database', 'fundraising', 'hiring', 'instructor', 'team building', 'leadership skills', 'logistics', 'directing', 'marketing', 'management', 'mentoring', 'microsoft office suite', 'newsletter', 'programming', 'recruitment', 'relationship building', 'scheduling', 'spanish', 'strategic planning', 'teaching', 'training', 'vision planning', 'website', 'additional information', 'extensive knowledge and network of community and social support systems', 'such as community colleges', 'agencies and corporations', 'dps fingerprint clearance current status', 'licensed zumba and zumba kids instructor']",3.0,ARTS
CREATIVE ASSISTANT,79432080,"['microsoft office', 'strong leadership and ability to multitask alone or with a team', 'in-depth internet research']",2.0,3.0,Humanevelopment,0,1,1,1,1,39.0,"['ad', 'advertisements', 'arts', 'art', 'basic', 'catalogs', 'community relations', 'council', 'clientele', 'client', 'data entry', 'database', 'filing', 'film', 'first aid', 'fundraising', 'hebrew', 'inventory', 'leadership', 'legal', 'notes', 'meetings', 'microsoft office', 'office', 'works', 'negotiations', 'internet research', 'police', 'pricing', 'programming', 'quality', 'research', 'safety', 'sales', 'scientific', 'statistics', 'teacher', 'television', 'well-organized']",1.0,ARTS
LIBRARY AIDE FULL TIME,94230796,['excellent communication'],1.0,1.0,Appliedcience,6,0,0,0,0,2.0,"['credit', 'page']",1.0,ARTS
AUDIO/VISUAL TECHNICIAN,66226673,set(),2.0,3.0,Recording Arts,4,0,0,0,0,2.0,"{'excel', 'customer service'}",1.0,ARTS
GENERAL MANAGER,83206166,"['operations management', 'staff development', 'inventory control', 'change management', 'food cost analysis expert', 'strong customer relationship builder', 'ability to handle fast-paced environment', 'customer-oriented', 'strong leader', 'proven sales record', 'employee recruitment expertise', 'hiring and training', 'cash handling', 'food production quality knowledge', 'performance tracking and evaluation', 'p&l management', 'professional']",2.0,3.0,Organizational Leadership,10,0,0,0,0,43.0,"['advertising', 'arts', 'attention to detail', 'auditing', 'benefits', 'budget', 'coaching', 'contracts', 'copying', 'counseling', 'direct mail', 'fast', 'focus', 'food safety', 'graphic design', 'human resource', 'inventory', 'legal', 'director', 'mailing', 'managing', 'materials', 'excel', 'powerpoint', 'microsoft word', 'negotiating', 'organizational', 'performance management', 'policies', 'posters', 'producing', 'profit', 'promotional material', 'publications', 'publicity', 'quality', 'receiving', 'recruiting', 'scheduling', 'thai', 'transportation', 'website', 'workshops']",1.0,ARTS
ADMINISTRATIVE ASSISTANT/SITE CLERK,22182279,set(),1.0,1.0,Appliedcience,2,0,0,0,0,22.0,"['database', 'faxing', 'filing', 'general office duties', 'internet explorer', 'excel', 'mail', 'office', 'outlook', 'power point', 'microsoft word', 'repairs', 'spreadsheets', 'supply inventory', 'technician', 'answering phones', 'good customer service', 'multi-task management', 'spreadsheets', '10-key', 'data entry', 'translator']",1.0,ARTS
COORDINATOR DONOR RELATIONS,16887936,"['dedicated team player', 'sharepoint', 'microsoft office suite', 'event planning', 'exceptional writing']",2.0,3.0,Mass Communications,5,1,1,1,1,11.0,"['sales software: salesforce.com', 'microsoft dynamic ax', 'quickbooks', 'public relations software: mtr', 'cisionpoint', 'icontact', 'desktop publishing software: adobe indesign', 'photoshop', 'illustrator', 'dreamweaver', 'html,wordpress']",1.0,ARTS
DENTAL HYGIENIST,14248724,set(),3.0,3.0,Health Sciences,13,0,0,0,0,2.0,"{'excel', 'customer service'}",1.0,ARTS
